N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,Size(sqf),SalePrice,HallwayType_mixed,HallwayType_terraced,TimeToSubway_10min~15min,TimeToSubway_15min~20min,TimeToSubway_5min~10min,TimeToSubway_no_bus_stop_nearby,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby,Age
5.0,5.0,4.0,798.0,7,914,202654,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,572,75504,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,914,287610,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,1.0,0.0,4,2092,407079,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,2.0,2.0,524.0,4,1366,396460,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,644,84070,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,914,269911,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,0.0,3,576,125221,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,2.0,2.0,184.0,5,910,191150,False,True,True,False,False,False,False,False,False,True,False,False,False,18
1.0,2.0,2.0,184.0,5,636,141592,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,3.0,2.0,1270.0,10,868,232743,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,280530,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,339823,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,0.0,3,903,163716,False,False,False,False,False,False,False,False,False,True,False,False,False,46
1.0,5.0,4.0,79.0,3,644,86725,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,0.0,3,355,53097,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,1174.0,9,644,265486,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,5.0,3.0,930.0,7,910,255442,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,1270.0,10,1643,433628,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,198230,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,1451,168141,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,910,258079,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,355,39823,False,False,True,False,False,False,False,False,False,False,True,False,False,32
2.0,2.0,1.0,203.0,5,910,295575,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,1270.0,10,1519,398230,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,475.0,8,829,227433,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,1270.0,10,1643,513274,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,1288,194690,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,4.0,1.0,605.0,5,1483,283185,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,2.0,536.0,5,914,221238,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,1.0,0.0,4,914,128318,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,475.0,8,829,284955,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,5.0,4.0,798.0,7,914,167256,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,184070,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,914,123893,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,914,238053,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,1270.0,10,1928,556637,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,7.0,3.0,56.0,5,644,146017,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,3.0,2.0,475.0,8,914,241592,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,1174.0,9,640,261061,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,3.0,2.0,1270.0,10,868,203539,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,914,143805,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,2.0,2.0,524.0,4,1394,261061,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,743,241592,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,7.0,3.0,56.0,5,644,75221,True,False,False,True,False,False,False,True,False,False,False,False,False,27
5.0,7.0,5.0,1174.0,9,644,265486,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,5.0,3.0,930.0,7,910,258079,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,576,66371,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,0.0,3,355,35840,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,475.0,8,914,172566,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,1270.0,10,868,185840,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,914,110176,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,914,150442,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,1270.0,10,1643,529203,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,2.0,536.0,5,1149,279646,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,914,163716,True,False,False,False,True,False,False,False,False,False,False,False,False,19
2.0,2.0,1.0,203.0,5,910,283185,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,5.0,4.0,798.0,7,914,175221,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,910,250176,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,355,64159,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,914,159292,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,1270.0,10,1387,438053,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,0.0,3,576,81415,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,2.0,18.0,3,910,185840,False,False,False,False,True,False,False,False,False,False,False,True,False,38
0.0,3.0,2.0,1270.0,10,1928,383716,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,644,123893,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,7.0,3.0,56.0,5,914,115929,True,False,False,True,False,False,False,True,False,False,False,False,False,27
2.0,3.0,1.0,181.0,4,857,256637,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,572,107964,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,1.0,0.0,4,914,221238,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,4.0,79.0,3,914,153097,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,5.0,3.0,930.0,7,910,371681,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,644,117699,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,256637,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,203539,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,2.0,1.0,203.0,5,1160,193769,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,5.0,1.0,0.0,4,914,141592,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,7.0,5.0,1174.0,9,1092,402654,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,3.0,2.0,475.0,8,829,212389,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,2.0,2.0,524.0,4,1103,237168,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,7.0,5.0,1174.0,9,640,267256,False,True,False,False,False,False,False,False,False,False,True,False,False,10
1.0,2.0,2.0,184.0,5,910,307079,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,1.0,1.0,1321.0,10,910,317699,False,True,False,False,True,False,False,False,False,False,False,False,True,9
5.0,5.0,4.0,798.0,7,743,144247,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,4.0,79.0,3,644,79646,True,False,False,True,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,108.0,2,288,105309,False,False,False,False,True,False,True,False,False,False,False,False,False,10
2.0,5.0,0.0,76.0,3,587,115044,False,False,False,False,True,False,False,False,True,False,False,False,False,39
5.0,5.0,4.0,798.0,7,914,159292,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,2.0,2.0,184.0,5,811,180530,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,7.0,5.0,1174.0,9,640,242477,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,4.0,1.0,605.0,5,1483,362831,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,572,201769,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,914,214159,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,7.0,5.0,1174.0,9,907,323008,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,1.0,2.0,536.0,5,818,213274,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,914,141592,True,False,False,True,False,False,False,False,False,False,True,False,False,31
2.0,2.0,1.0,203.0,5,910,141592,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,4.0,1.0,605.0,5,1273,358407,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,7.0,3.0,56.0,5,558,111504,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,2.0,2.0,524.0,4,1394,371681,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,5.0,3.0,930.0,7,644,147761,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,640,84070,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,914,266371,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,2.0,2.0,184.0,5,910,217699,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,7.0,5.0,0.0,3,355,37787,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,5.0,3.0,930.0,7,910,260707,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,1.0,2.0,536.0,5,914,199115,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,2.0,18.0,3,508,105309,False,False,False,False,True,False,False,False,False,False,False,True,False,38
5.0,7.0,5.0,1174.0,9,1060,92920,False,True,False,False,False,False,False,False,False,False,True,False,False,44
0.0,4.0,1.0,605.0,5,1483,382300,False,True,False,False,False,False,True,False,False,False,False,False,False,17
1.0,5.0,2.0,18.0,3,508,64601,False,False,False,False,True,False,False,False,False,False,False,True,False,38
5.0,6.0,5.0,536.0,4,914,134513,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,2337,193805,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,1174.0,9,640,256637,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,5.0,4.0,798.0,7,743,211946,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,2.0,2.0,184.0,5,814,142920,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,6.0,5.0,536.0,4,1288,259292,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,2.0,18.0,3,508,53097,False,False,False,False,True,False,False,False,False,False,False,True,False,38
1.0,5.0,1.0,0.0,4,1131,292035,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,7.0,5.0,0.0,3,355,38495,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,0.0,0.0,203.0,10,914,353982,False,True,False,False,False,False,True,False,False,False,False,False,False,10
2.0,2.0,1.0,203.0,5,910,201672,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,1.0,2.0,536.0,5,914,322123,False,True,False,False,False,False,False,False,False,False,False,True,False,18
0.0,5.0,3.0,930.0,7,910,250176,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,914,210176,True,False,False,False,True,False,False,False,False,False,False,False,False,19
2.0,2.0,1.0,203.0,5,910,228318,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,7.0,5.0,1174.0,9,910,76991,False,True,False,False,False,False,False,False,False,False,True,False,False,44
1.0,5.0,2.0,18.0,3,910,92920,False,False,False,False,True,False,False,False,False,False,False,True,False,38
0.0,3.0,2.0,1270.0,10,1643,362601,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1387,427876,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,644,264601,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,3.0,2.0,475.0,8,914,349557,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,6.0,5.0,536.0,4,914,135398,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,1377,336283,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,1.0,0.0,4,914,234513,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,5.0,4.0,798.0,7,743,168141,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,4.0,1.0,605.0,5,1483,389380,False,True,False,False,False,False,True,False,False,False,False,False,False,17
